gene	exprs	cell_type
ZNF429	88.25	hNK
TRAV38-1	136.5	teNK
TRAV38-2DV8	136.5	teNK
RN7SKP260	3.5	hNK
SDHB	950.75	teNK
THAP3	104.75	hNK
ZDHHC14	29.5	teNK
PARP11	195.25	hNK
UHRF2	1559.25	teNK
EDC4	977	hNK
TOE1	490	teNK
ACLY	3384	teNK
C5orf52	4.5	teNK
MRPL4	382	hNK
C21orf91	2214	hNK
PLXNA1	7	hNK
ZBED6	60.75	teNK
BTAF1	1372.75	hNK
PHLDA3	6.25	hNK
AK2	203	hNK
XXYLT1	30.5	hNK
CD40	7.25	hNK
SCLY	259.75	hNK
SLF1	479	teNK
CAV1	2.5	teNK
MOAP1	1.75	hNK
PREB	906.5	teNK
TBCCD1	240	hNK
RN7SKP32	20.75	teNK
TCF12	2992.5	teNK
EDF1	460.5	hNK
APP	41.5	hNK
MUSTN1	6.5	hNK
CD59	19.25	hNK
ZNF280C	898	teNK
DNAAF4	3.5	teNK
ZNF446	100.25	teNK
COQ10A	164.5	hNK
EFTUD2	966.75	hNK
CYR61	2.75	teNK
TTC33	277.5	hNK
SLC38A10	1028.75	hNK
ANKLE1	11.75	teNK
RBBP4	1991.75	hNK
ZKSCAN5	109	hNK
APLNR	3.5	teNK
SNORD90	2.5	hNK
POLH	226.25	hNK
NDUFS6	159.5	hNK
CEP95	529.25	teNK
SMARCA5	3661.5	teNK
FOXJ2	934.5	teNK
AHCYL2	605	hNK
SEPT2	328	teNK
HDAC8	117.25	hNK
PPM1F	187	hNK
FIBP	403.25	teNK
TMEM50A	2103.25	teNK
KLHL10	4.25	teNK
SLC35G1	115	teNK
DCLK1	2.5	teNK
SNX13	814.75	teNK
VPS25	7.25	hNK
DDX19B	272.75	hNK
IER3IP1	200	hNK
TAS2R41	2.5	teNK
EXOC3L1	11.5	teNK
NOL8	1421.5	teNK
PDXP	32.5	teNK
SEC22A	84.25	hNK
MGAT5B	3	hNK
NAT8	22.75	hNK
NAT8B	22.75	hNK
SDC2	4.75	teNK
FNDC7	2.5	hNK
EYA3	767.75	hNK
LMO4	376.25	hNK
PEMT	5	hNK
NANOS1	61.75	hNK
MOSPD2	192.75	hNK
C8orf76	5	hNK
ZHX1-C8orf76	5	hNK
F11R	8	teNK
GPR19	26.5	hNK
ALDH1L1	5	hNK
GPCPD1	1436.5	teNK
GPAM	76	hNK
TOLLIP	956	teNK
TYW1	352.5	hNK
TYW1B	352.5	hNK
CYP4F8	314.5	teNK
PPCS	170.5	hNK
MTF1	453.75	hNK
GPR75	6.5	hNK
GRK3	11	teNK
ZNF429	121.5	teNK
RAE1	384.25	hNK
FN3KRP	75	teNK
BMI1	1144	teNK
COMMD3-BMI1	1144	teNK
UBE2F	502	teNK
UBE2F-SCLY	502	teNK
PCBP4	73.5	teNK
CBX6	97.75	hNK
SRSF2	4450.75	teNK
SRSF8	4450.75	teNK
NUP35	37.5	teNK
MAN1A2	1684	teNK
CRYZ	11.25	hNK
NHSL1	22	teNK
FSD1L	124.25	teNK
RAPSN	2.5	hNK
FLT3	2.25	hNK
SH3BP5L	218.25	hNK
HARS	521	hNK
RAB3A	54.5	teNK
IL7	9.25	teNK
TOMM40L	127.25	teNK
RTF1	2435	teNK
MBD6	417.75	hNK
STPG4	6.25	hNK
KCTD7	150.75	teNK
TSTA3	269	teNK
VAMP1	264.75	hNK
SYN1	2.75	hNK
RBKS	85.75	teNK
TSPAN17	8	teNK
ADGRL4	386.75	teNK
OSBPL7	321	hNK
GINS1	40.75	teNK
NDUFA1	192	teNK
GGA1	592.5	teNK
LANCL2	63	teNK
ZNF526	177.25	hNK
GTF3A	218.5	hNK
EPM2A	19.25	hNK
UPRT	294.75	teNK
SYT3	4.75	teNK
ZNF106	2073.75	hNK
CACNA2D2	26.75	teNK
CHMP6	107.75	hNK
ATP6V1F	414	hNK
ARHGEF17	4	teNK
MAD2L1	252.75	hNK
PAK2	5484.75	teNK
UBN2	2659.75	teNK
RD3	2.5	hNK
APEX2	169.75	hNK
RNU6-1007P	4	hNK
ATP5F1A	3129.75	hNK
NUDT6	47	hNK
ANP32E	1165.75	hNK
SMIM14	663.25	hNK
MAF1	961.5	hNK
RNASE6	7	teNK
SRC	16.25	hNK
SS18L1	64.75	hNK
SLC40A1	2.5	teNK
AP5S1	105	teNK
NHLRC1	2.75	hNK
ZFP64	98.5	hNK
CENPU	84.75	hNK
DUSP28	60	hNK
KCNJ1	3	teNK
FAM107B	7918.5	teNK
CDK8	433.5	hNK
HSF5	3	teNK
ITPA	166.25	hNK
FBXO24	2.25	hNK
MAP2K4	855	hNK
DPM1	321	teNK
WIPF2	693.25	hNK
SH2D1B	31.25	teNK
INTS2	277	hNK
PPARGC1B	56.75	hNK
MPC2	242.75	teNK
SLC38A11	3.5	teNK
AGBL2	3	teNK
RUFY1	467.5	teNK
TEX13C	7	teNK
TEX13D	7	teNK
ATL1	20	hNK
FDXACB1	60	hNK
GOLGA3	1917	teNK
CCDC92	105	teNK
FOXJ1	6.75	hNK
CENPM	17.75	teNK
SH3D19	234.25	teNK
ROR1	5.25	hNK
ST6GAL1	18	teNK
RYK	34.25	hNK
TMUB2	270.5	hNK
USP24	2608.75	hNK
PDXDC1	812.75	hNK
RSRP1	9018.75	teNK
ACKR2	2.75	hNK
SNW1	1644.75	teNK
CLP1	510.75	teNK
TRAIP	69.75	teNK
SNORD38B	6	hNK
XPA	328	teNK
SSC4D	15.5	hNK
C22orf39	203.5	hNK
MAPK1	3308.5	hNK
GRIK5	39.25	teNK
ASPH	185.75	teNK
PI4K2A	387.75	teNK
PRRG1	7.25	teNK
FAM8A1	920.25	teNK
MILR1	17.25	teNK
CABIN1	1590.75	teNK
CAPRIN1	5943.25	teNK
METTL15	105.25	teNK
ZFP82	22.75	hNK
KMT5B	2879.75	teNK
MACROD2	26	hNK
ZKSCAN8	426.75	hNK
KIAA0100	3882.75	teNK
ANKRD29	13.25	hNK
LARGE2	2.5	hNK
SREK1IP1	161.25	hNK
PHKA2	279	hNK
SLC35F6	315.25	teNK
RECQL4	37.25	hNK
SMG1	8629.25	teNK
ZFR2	3	hNK
SAMD13	3.75	hNK
PMEL	4.75	teNK
ATL2	1077.5	teNK
SUV39H1	446.75	teNK
ADPRM	209.75	hNK
PLXNB1	9.25	hNK
ALDOA	3.5	hNK
RN7SKP258	11.5	hNK
KHSRP	1587.25	teNK
ELMO3	46.5	hNK
SNED1	21.5	hNK
OPTN	61	teNK
ING4	89	hNK
CCNK	1023	teNK
EWSR1	2599	hNK
BLOC1S1	10.75	hNK
PRR36	80.75	teNK
CASP12	3.5	teNK
ZFAND1	113	hNK
ZCCHC3	9.5	hNK
COPS9	331	teNK
ZBTB6	565.75	hNK
DNAJC28	30.75	teNK
PGGHG	55.25	hNK
VMA21	643.75	teNK
PCNX3	1668.25	teNK
MAZ	1564.75	teNK
ACYP2	33	teNK
ARHGAP25	2576.25	teNK
CKM	6.75	hNK
CCDC12	282.75	hNK
SNORD98	8.25	hNK
GLT8D1	219	teNK
SLC10A3	153.25	teNK
ZBTB25	662.5	teNK
CEP97	380.25	hNK
HAUS6	1038.25	teNK
EFNA1	3.5	teNK
PI4KA	2936.5	teNK
AKT3	771.25	hNK
TDP1	159.75	hNK
SUCLG2	286	hNK
MTAP	174.25	hNK
EIF5A2	219.25	hNK
GPM6B	3	teNK
RSPH10B	5.75	hNK
RSPH10B2	5.75	hNK
RNU6-738P	10.75	teNK
HIGD2A	300.25	hNK
HIGD2B	300.25	hNK
PAXX	291.75	teNK
KRT10	4.5	hNK
TTC4	513.5	teNK
FGFR1OP	210.5	hNK
STOML1	59.5	hNK
RAD50	923.25	hNK
SF3A1	1030.25	hNK
AMIGO3	74.75	teNK
CDK5RAP2	1441.5	teNK
RBBP7	1219.75	hNK
VPS9D1	405.75	teNK
SEPSECS	399.75	teNK
CDK5R1	50.5	teNK
MIR342	14.5	hNK
RORC	2.25	hNK
NRG4	4	teNK
QSER1	127	hNK
SPRYD3	475.5	teNK
FAM161B	24.75	teNK
ABLIM1	7403.25	teNK
TNFRSF8	4.5	teNK
DHRS11	95.75	hNK
NUDT22	52.25	hNK
ZDHHC6	253.25	hNK
LRRC58	600.5	hNK
INO80	1180.25	hNK
CFAP45	7.5	teNK
POC5	338	hNK
PTBP1	5277.25	teNK
TICAM1	174.25	hNK
TMPRSS6	23.25	teNK
COPS3	906.25	teNK
AARSD1	13.25	hNK
PTGES3L-AARSD1	13.25	hNK
SEMA4F	42	teNK
TMEM165	426	hNK
RNU4-13P	2.5	hNK
TMEM17	2.25	teNK
ARPC2	7254.5	teNK
C1orf105	2.25	teNK
RC3H2	2720.5	teNK
DPY30	259.5	hNK
YKT6	556.5	hNK
VWA7	16.5	teNK
C1QTNF12	25.25	hNK
SRP14	792.75	hNK
PEX1	177	hNK
CDKL2	33.5	teNK
TMEM51	2.75	hNK
CBWD3	109.75	teNK
CBWD5	109.75	teNK
CBWD6	109.75	teNK
BTD	139.5	hNK
PIGM	1329.5	teNK
EPN1	757.25	teNK
MCOLN3	6.25	teNK
DNMT3B	217.25	hNK
MTTP	28.5	hNK
PCDHGA1	3	hNK
GABRE	1.75	hNK
ARHGEF25	3.25	hNK
FNBP4	2651.5	teNK
SYF2	2313.25	teNK
PRDM5	8.25	teNK
ZDHHC24	141.5	hNK
TIPIN	520.75	teNK
ANKRD39	96.5	hNK
ZMPSTE24	835	hNK
RDH14	101.5	hNK
ETV1	13.5	teNK
BSG	1166.75	teNK
GGCX	209.75	teNK
MMP28	7.75	hNK
USP30	605.75	teNK
FAM160B2	526.75	teNK
HP1BP3	2318	teNK
FAM234A	316	hNK
RANBP9	1337	hNK
PHF7	117.25	hNK
EFCAB2	73	teNK
GPR152	2.25	hNK
CLMP	4.25	teNK
MAGED2	132.5	teNK
MAP4K5	254.5	hNK
EEF2K	1096.5	teNK
IFI16	6.75	hNK
SHB	42.75	teNK
TIGAR	78	hNK
NEPRO	164	hNK
TASP1	117.25	hNK
BORCS6	100.75	teNK
SLC25A51	1289.25	teNK
SLC25A52	1289.25	teNK
ELP5	176	hNK
PXN	1683	teNK
SNORD88A	2.75	teNK
CBX5	1126.5	hNK
CAMTA1	177.25	hNK
DDX1	362.5	hNK
SEL1L	1377	hNK
ATP6V0B	460.75	teNK
SLC27A4	275	hNK
VANGL1	3.5	hNK
RN7SL122P	7.5	teNK
RN7SL170P	7.5	teNK
RN7SL318P	7.5	teNK
RN7SL405P	7.5	teNK
RN7SL592P	7.5	teNK
RN7SL670P	7.5	teNK
RN7SL73P	7.5	teNK
RN7SL81P	7.5	teNK
RN7SL837P	7.5	teNK
CXorf49	3.25	teNK
CXorf49B	3.25	teNK
ZCCHC7	2211.75	teNK
HIST2H4A	335.25	hNK
WDR31	2.25	teNK
TRAPPC2L	117	hNK
RAI14	6.5	teNK
ICK	127.75	teNK
LIX1	1.75	hNK
ZNF418	174.25	teNK
ZNF419	174.25	teNK
ZNF480	174.25	teNK
ZNF552	174.25	teNK
ZNF561	174.25	teNK
ZNF562	174.25	teNK
ZNF584	174.25	teNK
ZNF586	174.25	teNK
ZNF587B	174.25	teNK
ZNF610	174.25	teNK
PHF11	11.75	teNK
TAGLN	9.25	teNK
TIGD4	2.25	hNK
YEATS4	535.75	teNK
SNX30	293.25	hNK
PCNX4	123	hNK
FNTA	625	hNK
ATP6V0E1	1133	teNK
AK7	2.75	hNK
POLR2L	27.5	hNK
TMEM141	16	teNK
QRICH2	2.25	teNK
RNF4	2611.25	teNK
LMBR1	18.75	hNK
PGM1	164	hNK
SLC35B4	836	hNK
NDC1	152.75	hNK
HTT	1603	hNK
NR1I3	2.25	teNK
CTDSP1	1251.75	teNK
IMP4	967	teNK
NOSTRIN	4.75	teNK
ZNF449	6	hNK
CLIP3	103.75	teNK
MGMT	11	hNK
LMBRD2	751.5	teNK
NUCB1	2684.5	teNK
GDI2	5255.75	teNK
CHRNB2	26	hNK
SRP54	14	teNK
USP50	4	hNK
TTC30A	83	hNK
TTC30B	83	hNK
NFS1	176.25	hNK
SNORD49A	60.25	teNK
ALYREF	47.5	hNK
IRF9	625	teNK
COG4	503	teNK
ZNF487	208	teNK
ZNF778	208	teNK
LIMA1	17.75	teNK
CTBS	129.25	hNK
INTS9	641.75	teNK
AGBL5	166	teNK
GNAS	7402	hNK
ZNF8	77.75	hNK
STAM	723.25	teNK
MTX1	242.75	teNK
HBP1	1607.5	hNK
SLC6A8	5.25	hNK
PPP5C	751.5	teNK
PPP5D1	751.5	teNK
DEAF1	286	hNK
ZNF362	567.5	teNK
CEP41	54.75	hNK
TTC28	667	hNK
FBRSL1	761.5	teNK
MAPK9	836.25	hNK
CTCF	2965.5	teNK
DDAH2	13.75	hNK
SSBP3	628.25	hNK
MAPK1IP1L	1370	teNK
ZNF34	278.25	teNK
GRB7	3.75	teNK
SNRPB	525	hNK
POMGNT2	1.75	hNK
TMCO4	525.25	teNK
BLOC1S6	735.25	teNK
PTGES3L	10.5	teNK
FAM98C	154	teNK
ABCF1	1247.5	hNK
KDF1	3.25	hNK
ADAM15	15.75	teNK
NUDT21	396	hNK
ZNF22	352.5	hNK
ANKRD35	3.25	teNK
POLE4	892.75	teNK
BLMH	370	hNK
UBE2A	580.75	teNK
SNAP47	152.5	teNK
ALKBH4	159.25	hNK
RTN2	3.25	teNK
SLC9A1	812.25	teNK
SETD2	6426.25	teNK
SPIN1	1173.75	teNK
IGKV4-1	3.25	teNK
ZNF382	111	hNK
FCGRT	2.25	teNK
TM9SF2	1885.5	teNK
SPNS1	243.75	teNK
IL15RA	106.5	hNK
SPATA24	16.5	hNK
NGRN	284	hNK
SEMA3D	3	teNK
ADCK2	219	teNK
MPG	101.75	hNK
IFT122	18.25	hNK
DLD	1262.75	teNK
IRF6	5	teNK
ZNF207	3661.75	hNK
CNIH2	6.5	teNK
NMBR	3.25	hNK
DGKH	178	hNK
ICOSLG	131.25	hNK
CFAP77	29	teNK
SLC16A2	9.5	teNK
SIN3B	1121.75	teNK
SMIM17	2	hNK
RWDD2A	11.5	hNK
MYEF2	17.5	teNK
SMIM26	49.75	hNK
UBE2I	1277.75	hNK
RANGRF	7	hNK
TCF25	2817.5	teNK
PIK3AP1	1592.75	teNK
TXLNA	639.75	hNK
DHTKD1	2.25	hNK
MNS1	19.25	teNK
CTDNEP1	632.5	teNK
DOHH	19.75	hNK
TIMMDC1	135.5	hNK
SRBD1	885.5	teNK
SLC35D2	307.75	teNK
LRIF1	991.5	hNK
CECR2	3	teNK
DNER	4	teNK
KAT2A	337.75	teNK
PSMD6	824.5	teNK
WDR66	21.25	hNK
CCDC122	9.5	hNK
CRAMP1	1172.5	teNK
DQX1	65.75	teNK
ZNF426	468.75	hNK
DCAF17	569.75	teNK
GIGYF1	1079	teNK
CREBBP	7257.25	teNK
LZTS2	4.25	teNK
C19orf71	14.25	hNK
RNF40	1799	teNK
DRC3	3	hNK
SUMO2	865.75	teNK
TRIR	647.25	hNK
MAPK12	6	hNK
AGK	169.5	hNK
C1orf122	26.5	hNK
GGT7	11.75	hNK
PCBD2	131.75	hNK
PNMA1	18.75	hNK
MBLAC2	227.75	hNK
SSB	3573.75	teNK
TUBGCP6	1007	teNK
EML6	25.75	hNK
THOC5	345.5	hNK
GPR85	1.75	hNK
FEM1B	502	hNK
TRAPPC3	160.25	hNK
ING1	989	teNK
SNORD63B	5	hNK
GCN1	1219.5	hNK
ATP5MD	457.25	teNK
DCUN1D1	51	teNK
CWC22	975.5	teNK
BRPF3	450.25	hNK
EXOSC3	380	teNK
SOWAHC	41.5	hNK
ACRBP	55.25	hNK
GHRL	4.75	teNK
FAM110B	15.75	teNK
SPATA2	390	teNK
TNRC6B	4275	teNK
COLQ	8.25	teNK
C5orf15	1223.25	teNK
TOMM20L	3.25	teNK
SFMBT2	23.5	teNK
PRSS12	10.5	hNK
CEP295NL	37	hNK
STK35	273.5	teNK
KANSL1L	481	hNK
KCNJ8	7.5	hNK
SLC24A2	27	teNK
EML2	123.75	hNK
NIPAL1	39.25	hNK
DTX2	288.5	teNK
UPF2	1890	teNK
MTRF1	61.5	teNK
R3HCC1	110.5	hNK
RNF10	1993	teNK
SNORD58A	27	teNK
HERC2	3532	teNK
ARHGEF11	56.5	hNK
EFR3A	4202	teNK
ZNF34	7.5	teNK
FAAH	383.75	teNK
WDR3	999.5	teNK
NDFIP2	1384	teNK
FAHD2A	57.25	hNK
CALU	1477.5	teNK
NCOA6	2412.75	teNK
TMEM253	3	hNK
ZDHHC8	451	teNK
TMEM167A	836.75	hNK
C3orf20	36.25	hNK
ALDOC	9.25	hNK
ERCC6	898.5	teNK
ARHGAP31	3.25	teNK
NFXL1	399.75	teNK
INSYN2B	7.75	teNK
DNAH12	7.75	teNK
C12orf73	25.5	hNK
HIRA	79.75	hNK
TRIM23	527.25	teNK
DHDH	79.5	teNK
TTPAL	1038.75	teNK
SNAP29	985.5	teNK
NAA80	63.75	teNK
ZFP30	7.75	teNK
PDGFRB	11.5	teNK
PMF1	155.25	hNK
RUNDC1	324.5	hNK
RNF141	253.25	hNK
TMEM67	52.25	teNK
CAPRIN2	217.25	teNK
PCDHGA3	6.5	hNK
CCDC130	188.25	hNK
SCAMP3	1142.5	teNK
NASP	758.25	hNK
TRIM72	2.75	teNK
AMOT	93	teNK
EFR3B	6	teNK
PKN3	12.5	teNK
CHMP4C	4.25	hNK
DOCK7	8.75	hNK
KIAA0513	21.25	teNK
CORO1C	1214.75	teNK
PPFIA4	5.25	hNK
SMARCC2	2169.75	hNK
TUBG1	148.25	hNK
CHMP1A	620	hNK
LIMS1	1585.75	hNK
LIMS3	1585.75	hNK
LIMS4	1585.75	hNK
RAB29	272.5	teNK
MCEE	41	hNK
RCVRN	4.75	hNK
EGF	24.75	hNK
SSNA1	235	hNK
USP35	30	teNK
CANX	5047	hNK
SDR42E1	56.75	teNK
TMEM269	9.5	hNK
NMRAL1	23.5	teNK
CYP17A1	6	teNK
EIF3M	994.75	hNK
SPRY1	2.25	teNK
XYLT2	237.75	hNK
CEP112	3.75	hNK
TBC1D32	86.25	teNK
RNF169	1091	teNK
FBXO25	445.5	teNK
NIM1K	3.25	hNK
RNU6-474P	2.5	hNK
LRRC71	41.75	hNK
COPB2	2528.25	teNK
LCN2	3	teNK
VAPA	1915	teNK
PHKB	732.5	teNK
AFG3L2	834.25	teNK
ORC6	286.25	teNK
MSRB3	3.5	hNK
PROX2	24	hNK
TG	15	teNK
ZNRD1	270.5	teNK
ZNF557	13.5	hNK
ZNF558	13.5	hNK
DNAJC24	132	teNK
C18orf21	108.75	hNK
MYSM1	2493	teNK
FAM222B	174.25	hNK
LANCL1	135.25	hNK
SEMA3F	3.5	teNK
SLC9A3R2	34.75	teNK
CCDC126	133.5	teNK
RETSAT	16.75	teNK
TYW5	191.5	teNK
ARHGAP12	605.75	hNK
PRR15L	2.25	teNK
PPARD	226.5	hNK
SP6	2.25	hNK
MTMR11	8.75	teNK
USP6NL	423	teNK
STAU2	32.25	hNK
YIPF6	755	teNK
RCC1	85.75	hNK
TMEM254	5.25	hNK
DAZAP2	3705.75	hNK
GEMIN8	56.25	teNK
PYGB	1180.25	teNK
TYRO3	89	hNK
ATP5MF-PTCD1	379.75	teNK
PTCD1	379.75	teNK
RPAIN	127	hNK
SNX16	106.75	hNK
KIF24	65	hNK
PLA2G15	54.75	hNK
PSTK	131	hNK
SERPINA5	8	hNK
KCNQ5	130.5	hNK
PIK3R3	24.75	teNK
ADAT3	4.25	hNK
ACADM	528.25	teNK
TEX43	3.25	hNK
AVPI1	8	teNK
CTBP2	137	teNK
WIPI2	655.75	hNK
FABP5	29.5	teNK
DUSP6	411.75	hNK
POLD1	342.75	hNK
SNORD92	7.75	teNK
MEI4	6.25	teNK
C8G	5	teNK
RNU6-41P	2.5	hNK
WASHC3	127.75	hNK
TMEM241	146.25	teNK
ARFIP1	4.75	teNK
E2F5	172.5	teNK
FARP2	160.5	hNK
CPLANE2	6	hNK
MTPAP	679	teNK
MAPK7	155.25	hNK
IL1R1	1.5	hNK
DDX19A	579	teNK
ADARB1	16.75	teNK
MIR139	3.25	teNK
MINDY1	222.75	hNK
SIMC1	192.75	hNK
TERT	19	teNK
SETX	5354.75	teNK
NEMP1	261.75	hNK
TM2D2	223.25	teNK
STAC3	9.25	hNK
WTAP	886.75	hNK
MTFMT	340	teNK
DCBLD2	68.5	hNK
C7orf31	11.5	teNK
ZNF429	279.5	hNK
CDK13	4323.5	teNK
PPP1R26	5.5	teNK
WNT10B	5	hNK
CTPS2	1081.25	teNK
STAT5A	718	teNK
COG1	722.25	hNK
TRIM34	71.25	teNK
TRIM6-TRIM34	71.25	teNK
SUDS3	783.5	hNK
C16orf54	699.25	hNK
TCTEX1D2	4.5	teNK
USP8	1723	hNK
TMCO6	254.5	teNK
DYNC2LI1	3.25	teNK
CEP70	183	hNK
NRDC	3008.5	teNK
TM9SF3	4174.5	teNK
TMEM191B	15.75	hNK
TMEM191C	15.75	hNK
RPS6KL1	4	teNK
STRIP1	804.25	teNK
ACOD1	2.25	teNK
CREB3	135.5	hNK
RTL8C	27.75	hNK
METAP2	1005.25	hNK
PDCD7	316.5	teNK
SCAF8	2426.75	teNK
PTPN6	1687	hNK
FKBPL	21	hNK
RNF8	145	hNK
ADCY10	2	hNK
MAVS	423.75	hNK
HMGCS1	476	hNK
MINPP1	261.5	teNK
BASP1	25.75	teNK
ILKAP	645.25	hNK
PDZD4	3.5	hNK
IDH3G	802.5	hNK
SIRT5	38.25	hNK
ZBTB47	6	teNK
TJAP1	319.5	teNK
PIBF1	598.5	hNK
KTN1	2860.75	teNK
RPA3	287	teNK
FAM149B1	360.25	hNK
ARFGAP1	507.25	hNK
XYLB	6.5	hNK
SERPINE2	71.25	teNK
TMED5	3991.25	teNK
RNU6-1246P	2	hNK
MED15	1797	teNK
KIAA2013	1034.75	hNK
GSPT1	1605	hNK
ADIPOR1	1645.75	teNK
METTL8	65.5	hNK
KAT14	243.5	hNK
NUDT17	7.5	teNK
CLUAP1	94.75	hNK
SLC30A7	403	hNK
MANEAL	6.25	hNK
ZNF395	521.25	teNK
PHEX	3.75	hNK
FBXO10	32	teNK
NUDT12	15	hNK
MAMDC4	12.75	teNK
MUM1	643.25	teNK
GIN1	181.25	teNK
STXBP3	1039.25	hNK
POT1	496.5	teNK
TESK1	288.25	hNK
TMEM79	10.25	hNK
CSNK1G1	1158	hNK
ANAPC2	939.5	hNK
ZCCHC17	353.5	hNK
SLC25A13	28.75	hNK
NOP10	286.5	hNK
RAMP1	47.75	teNK
SP4	1774.5	hNK
MEX3A	15.5	teNK
HNRNPF	1578.25	teNK
TOX4	1256	teNK
CFAP46	2.5	hNK
GPATCH3	69.75	hNK
POLI	286.25	teNK
CACNG6	2.5	teNK
TMEM249	4.5	teNK
SNORD73B	70.5	teNK
UTP3	679.25	hNK
CLASP1	1454.25	teNK
ZG16	3.75	hNK
FAM98B	698	teNK
CUL5	1108.25	teNK
RIPOR3	52	teNK
AEBP1	15	hNK
PPP1R16A	185	teNK
IFT43	6.5	hNK
RAB11B	963.25	hNK
GON7	55	hNK
TCAP	1.75	hNK
NELFB	1138.5	teNK
ARHGAP1	1563.75	teNK
COPZ1	1214.25	teNK
ZNF628	315.25	teNK
OCRL	139	hNK
DOLPP1	154.5	hNK
UBE2M	562.25	teNK
PIK3C2A	740.5	teNK
MTFP1	9.5	hNK
ZDHHC13	452.25	teNK
STX18	157.75	hNK
ZHX2	1003.5	teNK
KBTBD4	201	hNK
TAGAP	218.5	teNK
SLC12A4	243.5	teNK
WDR61	233.25	hNK
RELL1	178.5	teNK
AARS2	82.75	teNK
ATAD5	426.5	teNK
ANKFY1	2343.25	teNK
PSME1	1593.75	teNK
FUCA1	350.25	teNK
UBR4	5003.75	hNK
SLC18B1	5	teNK
TMEM218	29.5	hNK
AP3M1	759.5	hNK
PEX2	525.5	teNK
PTMA	6090.25	hNK
SNAPC3	657.25	hNK
ICE2	244	hNK
TRIM5	2	hNK
SNORD66	3.5	teNK
PCGF3	869.5	teNK
NBAS	464	hNK
SOX15	1.75	hNK
HSPA1A	4	teNK
HSPA1B	4	teNK
SELENOO	608.75	teNK
FANCC	80.25	teNK
MRPS33	92.5	hNK
NHLRC2	653.75	teNK
PEX12	90.25	hNK
SPON1	2.5	teNK
CNKSR3	72.25	hNK
ACOT8	213.25	teNK
PQLC3	799	hNK
ZNF580	6.5	hNK
KIF1BP	209.75	hNK
AMHR2	2.5	teNK
C17orf49	11.25	hNK
RNASEK-C17orf49	11.25	hNK
GGA3	1013.75	teNK
LRRC73	22.25	teNK
SYNE4	15.75	hNK
EIF4G1	3267	hNK
LRR1	15.25	teNK
RNU6-732P	10	teNK
RNU6-835P	10	teNK
RNU6-851P	10	teNK
CDKN2AIPNL	426	hNK
HMGXB4	328.5	hNK
PMVK	26.25	hNK
RBM11	46	teNK
GNG5	28.25	teNK
TUBB6	17.5	teNK
POLN	30	hNK
ITGA10	10	teNK
LCAT	4.75	hNK
TTLL13P	4.5	hNK
KANSL3	568.25	hNK
PDP2	240.75	teNK
FAM198A	7.75	teNK
TKFC	37.75	hNK
HIST1H1E	10770.75	teNK
PCDHGB2	3	hNK
CCDC138	88.75	teNK
SENP5	693.5	hNK
FBXO21	170.5	hNK
TAF2	1234	teNK
TLE6	2.5	hNK
GINS3	82.75	hNK
MT-ATP8	15	hNK
B3GALT4	33.25	hNK
DPM2	175.75	hNK
INKA1	31.25	teNK
RELB	373	teNK
CDCA2	92.75	hNK
ARNT	1381.75	teNK
STAP2	4.75	teNK
CEP85	153.75	hNK
RNU6-188P	2	hNK
MAD1L1	385	teNK
SNORD110	33	teNK
TAX1BP3	45.5	hNK
ROGDI	43	hNK
MKRN3	3.75	hNK
ANKRD42	3.75	hNK
PMM2	732.5	teNK
ELOC	470.25	hNK
BCL7A	310	teNK
DMAP1	159.5	hNK
CBR1	82.75	teNK
CENPP	26.5	teNK
ZPBP2	21.75	teNK
APH1B	5.25	hNK
CHEK1	74.75	hNK
PRKCH	4582	teNK
BCAP31	1118.75	hNK
RNU6ATAC15P	10	teNK
THG1L	35.25	hNK
NAGPA	160.25	hNK
GLIS1	1.5	hNK
SLC26A2	418.5	hNK
RRP1	923	hNK
CDC5L	1988.75	teNK
PEX19	333.25	hNK
IFNAR1	1729	hNK
HS3ST3A1	12.25	teNK
SLC39A1	204	hNK
STUB1	378	hNK
FCRL6	59	hNK
GLYR1	2035	teNK
FOXO4	441.25	teNK
NONO	3916.25	teNK
TOMM34	887.75	hNK
B3GAT2	3.25	hNK
CDC6	130.5	teNK
CHD6	1813.75	teNK
ENY2	740.5	teNK
B3GALT2	5.75	hNK
GTF2F2	286.5	hNK
FAM168B	2325.5	teNK
NAAA	69.25	hNK
DRG2	262.25	hNK
TPRG1L	1789.25	hNK
ATP1A3	102	hNK
GLE1	474.25	hNK
TBC1D8	10.5	teNK
RNU6-1175P	7.25	hNK
PTGER3	6.5	hNK
COMMD4	259	hNK
SLF2	1146.75	hNK
PTGER1	23.25	teNK
RRM2B	659	hNK
PXMP2	7.5	hNK
RIBC1	6	hNK
RHOQ	1652.75	hNK
EGLN3	44	hNK
SLC25A32	261.75	hNK
NEK11	3	teNK
GPATCH2L	1141.25	teNK
CDK2AP2	536.5	teNK
LPGAT1	729.5	teNK
IGSF9B	6.5	teNK
CST3	457.25	teNK
GDPD1	1.5	hNK
GFRA1	3.25	teNK
EIF3J	821.75	teNK
LETMD1	538.25	teNK
COMMD8	917	teNK
TNFSF12-TNFSF13	7	hNK
MUS81	275.75	teNK
C2orf49	331.75	teNK
PYROXD1	180.25	hNK
ZBTB7B	686.25	teNK
TP53BP1	1465	teNK
MATR3	3315.25	hNK
PKHD1L1	6.5	teNK
